Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,PerformanceIndex,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyAchievement,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HowToEmploy,Incentive,RemoteWork,MonthlyIncome,StressRating,WelfareBenefits,InHouseFacility,ExternalFacility,ExtendedLeave,FlexibleWork,StressSelfReported,Year
40,No,Travel_Rarely,Sales,26,3,Marketing,1066,3,Male,74,3,2,Sales Executive,1,Married,22217,1,4,3,2,1,8,3,2,7,7,7,5,intern,4156,4,8750,4,2,0,0,0,1,3,2023
26,No,Travel_Frequently,Research & Development,1,1,Medical,1068,1,Female,66,2,1,Research Scientist,3,Divorced,25265,1,11,2,3,2,5,5,3,5,3,1,3,intern,1589,2,5299,3,2,0,0,0,0,3,2024
46,No,Travel_Rarely,Research & Development,1,4,Medical,1069,4,Male,40,3,5,Research Director,4,Divorced,21445,9,26,3,4,2,23,0,3,2,2,2,2,agent_A,2367,3,4984,2,1,0,0,0,0,2,2023
54,No,Travel_Rarely,Sales,2,4,Life Sciences,1070,3,Female,41,2,3,Sales Executive,3,Married,8392,6,5,1,2,1,13,4,3,9,4,7,0,direct_recruiting,0,2,8239,2,4,1,1,1,1,1,2023
56,No,Travel_Frequently,Research & Development,9,3,Medical,1071,1,Female,63,3,1,Research Scientist,3,Married,12154,2,15,4,2,1,18,4,3,5,4,0,3,agent_A,3958,4,8196,4,1,0,0,0,0,4,2023
36,No,Travel_Rarely,Research & Development,12,5,Medical,1073,4,Female,51,2,3,Manufacturing Director,4,Single,15669,0,23,1,2,0,15,2,2,14,8,7,8,agent_C,0,4,8253,3,1,0,0,0,0,3,2023
55,No,Non-Travel,Research & Development,2,1,Medical,1074,3,Male,40,2,4,Manager,1,Single,17323,7,8,4,2,0,31,3,4,9,7,6,2,intern,2359,2,4718,2,1,1,0,0,0,2,2023
43,No,Travel_Rarely,Sales,25,3,Medical,1076,3,Male,79,2,3,Sales Executive,4,Divorced,5268,5,14,2,3,1,18,5,3,1,0,0,0,intern,106,5,5162,2,3,1,1,0,1,2,2023
20,Yes,Travel_Frequently,Sales,9,3,Marketing,1077,4,Female,54,3,1,Sales Representative,4,Single,17205,1,1,2,2,0,2,3,3,2,2,0,2,agent_B,0,4,5460,5,1,0,0,0,0,4,2023
21,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1079,3,Female,36,2,1,Laboratory Technician,1,Single,17258,1,35,2,1,0,1,6,2,1,0,1,0,intern,0,1,5350,3,1,1,0,0,0,3,2023
46,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1080,4,Female,74,2,2,Research Scientist,1,Divorced,21029,8,21,3,1,3,19,2,3,16,13,1,7,agent_B,2948,3,6208,2,4,1,1,1,1,1,2024
51,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1081,1,Male,34,3,1,Research Scientist,3,Married,10332,9,12,2,3,3,18,2,4,10,0,2,7,direct_recruiting,0,2,7171,2,4,1,0,0,1,1,2023
28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,1082,2,Male,72,2,3,Healthcare Representative,1,Single,12355,1,6,2,1,0,10,2,2,10,7,1,9,intern,0,4,4842,5,1,0,0,0,0,3,2023
26,No,Travel_Rarely,Research & Development,1,2,Medical,1083,1,Male,59,2,1,Laboratory Technician,1,Married,11141,1,25,3,1,2,6,2,3,5,3,1,3,agent_A,3309,2,6967,4,2,0,0,0,0,4,2023
30,No,Travel_Rarely,Research & Development,20,3,Other,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9096,0,15,3,3,1,7,1,2,6,2,0,2,New_graduate_recruitment,1381,4,7715,3,1,0,0,0,0,3,2023
41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,1085,2,Female,43,4,1,Research Scientist,3,Married,18863,1,21,2,3,0,10,3,3,10,6,0,8,intern,1803,2,6010,2,4,1,0,0,1,2,2023
38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,Married,24608,0,5,3,1,1,20,4,2,19,9,1,9,agent_A,1923,3,4049,3,4,1,0,1,1,1,2023
40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1092,1,Male,61,3,3,Healthcare Representative,4,Married,26542,4,7,4,4,1,14,6,3,11,10,11,1,intern,4032,5,8064,4,3,0,0,0,1,4,2023
27,No,Non-Travel,Research & Development,8,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,Married,5869,1,4,4,4,3,3,4,3,3,2,1,2,intern,0,4,11106,2,4,1,1,1,1,1,2023
55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1096,4,Male,65,3,3,Manufacturing Director,2,Married,15813,3,0,3,2,1,23,4,3,3,2,1,2,agent_A,3031,2,6383,3,1,0,0,0,0,3,2024
28,No,Travel_Rarely,Research & Development,10,3,Other,1097,3,Female,59,3,2,Research Scientist,3,Single,7909,3,7,2,4,0,10,4,4,8,7,1,7,intern,0,2,8567,2,3,1,0,0,1,2,2024
44,Yes,Travel_Rarely,Human Resources,1,2,Medical,1098,2,Male,91,2,3,Human Resources,1,Married,2326,9,19,2,4,1,24,1,3,20,6,3,6,agent_B,0,0,6276,2,4,1,1,0,1,2,2023
33,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,21214,4,37,3,3,1,9,2,3,3,2,1,2,intern,2660,3,5600,1,4,1,1,1,1,1,2023
35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,1100,4,Male,86,3,3,Sales Executive,1,Single,10333,0,16,4,1,0,9,2,3,8,7,4,7,direct_recruiting,0,2,5065,2,3,1,1,0,1,1,2023
33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1101,1,Female,54,2,2,Research Scientist,3,Single,3129,1,4,3,2,0,14,4,3,13,7,3,8,agent_B,0,0,7708,4,2,1,0,0,0,3,2023
28,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,22482,1,8,3,4,1,4,5,2,4,2,2,2,agent_A,3633,4,7650,4,1,0,0,0,0,3,2023
34,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,Single,22266,0,18,3,3,0,7,1,2,6,2,0,4,intern,994,3,2094,3,1,0,0,0,0,3,2023
37,No,Travel_Rarely,Sales,10,4,Life Sciences,1105,4,Female,88,2,2,Sales Executive,4,Divorced,24223,2,34,3,3,3,8,5,3,1,0,0,0,intern,3597,4,7574,3,2,0,0,0,1,3,2023
25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,Married,4605,1,35,3,2,1,7,3,4,7,7,5,6,intern,0,3,5065,1,4,1,1,0,1,1,2023
26,Yes,Travel_Rarely,Research & Development,21,3,Medical,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,19373,1,31,4,3,1,1,0,2,1,1,0,0,intern,0,5,3826,3,1,0,0,0,0,3,2023
33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1108,1,Male,55,2,1,Research Scientist,2,Single,2993,4,2,4,2,0,5,0,3,2,2,2,2,intern,0,4,3603,2,1,0,0,0,0,1,2023
42,No,Travel_Rarely,Research & Development,2,2,Medical,1109,4,Male,35,3,4,Manager,1,Married,14399,0,4,3,4,1,23,3,3,22,6,13,7,intern,0,2,3716,1,4,1,1,1,1,1,2023
28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,7160,1,17,3,1,2,1,2,3,1,0,0,0,agent_B,0,1,5331,1,4,1,1,1,1,1,2023
50,Yes,Travel_Frequently,Sales,1,4,Other,1113,4,Male,81,3,2,Sales Executive,3,Single,17251,3,8,3,4,0,5,4,3,0,0,0,0,intern,2653,2,6634,1,3,1,1,0,0,1,2023
33,No,Travel_Frequently,Sales,7,3,Life Sciences,1114,4,Female,30,3,2,Sales Executive,2,Married,13401,0,2,3,3,1,4,3,3,3,2,0,2,New_graduate_recruitment,2722,2,5732,3,2,0,0,0,0,2,2024
34,No,Non-Travel,Research & Development,3,4,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,22478,3,10,3,4,3,6,2,3,0,0,0,0,intern,3727,4,7847,1,4,1,1,1,1,1,2023
48,No,Non-Travel,Research & Development,1,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,16154,2,0,4,3,0,27,3,2,5,4,2,1,intern,4259,3,8518,2,1,1,0,0,0,1,2023
45,No,Non-Travel,Sales,9,4,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,17970,1,3,2,4,1,15,2,3,15,10,4,12,agent_B,0,3,6890,3,4,1,1,1,1,1,2024
52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,15322,7,19,3,4,0,18,4,3,8,6,4,0,agent_C,3178,2,6691,3,2,1,0,0,0,3,2023
38,No,Travel_Rarely,Sales,10,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,5569,0,2,2,2,2,9,2,3,8,7,2,7,agent_C,0,4,8774,2,3,1,0,1,1,2,2023
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1120,3,Female,93,3,1,Research Scientist,4,Divorced,26968,4,14,4,1,1,11,1,3,7,5,1,7,intern,3042,5,6085,2,4,1,1,0,1,1,2023
28,No,Travel_Rarely,Research & Development,3,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,8039,0,18,3,2,3,10,3,2,9,7,1,7,intern,1549,2,6490,3,1,0,0,1,0,3,2023
46,No,Travel_Rarely,Sales,3,1,Marketing,1124,1,Male,52,3,4,Manager,3,Married,15596,3,21,2,4,1,23,3,3,12,9,4,9,intern,2102,3,7007,2,3,1,0,0,1,2,2024
38,No,Travel_Rarely,Sales,2,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Single,20619,7,19,3,3,0,10,2,3,1,0,0,0,intern,2169,2,4568,2,2,1,0,0,0,1,2023
43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,11535,8,61,1,3,1,18,1,3,8,7,0,1,intern,0,3,5853,5,2,0,0,0,1,5,2023
39,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,13547,7,12,1,4,3,21,4,3,18,7,11,5,intern,0,3,8832,3,3,0,0,0,0,4,2023
40,No,Travel_Rarely,Research & Development,14,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,17544,1,40,3,1,0,21,2,4,20,7,4,9,intern,0,4,6168,2,4,1,1,0,1,2,2024
21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1131,4,Female,70,2,1,Research Scientist,2,Single,25326,1,19,1,3,0,2,6,4,2,2,2,2,agent_C,0,1,5075,3,1,1,0,0,0,3,2023
39,No,Non-Travel,Research & Development,9,3,Life Sciences,1132,3,Male,70,3,2,Laboratory Technician,2,Single,8770,9,14,3,3,0,9,2,2,5,4,0,3,intern,2184,1,6586,2,3,1,1,1,1,1,2023
36,No,Non-Travel,Research & Development,18,4,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Single,23238,2,13,4,1,0,18,0,3,11,9,0,9,New_graduate_recruitment,0,4,7116,3,2,1,0,0,0,3,2023
31,No,Travel_Frequently,Sales,20,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,21981,0,41,2,1,1,3,4,3,2,2,2,2,intern,2130,4,7102,3,2,0,0,0,0,2,2023
28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Married,19911,0,0,3,1,0,6,2,1,5,3,0,4,intern,0,2,6796,3,2,1,0,0,0,2,2023
35,No,Travel_Frequently,Sales,11,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,18500,1,7,1,4,1,5,3,3,5,2,0,2,intern,0,3,5773,2,2,0,0,0,0,3,2023
49,No,Travel_Rarely,Sales,8,4,Technical Degree,1138,4,Male,56,2,4,Sales Executive,2,Married,11879,6,30,3,2,1,22,3,3,9,8,2,3,intern,1440,2,10439,2,4,1,1,1,1,2,2023
34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,15834,2,29,1,4,0,5,3,2,3,2,0,2,intern,0,1,5318,3,1,1,0,1,0,3,2023
29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Divorced,17940,0,32,3,4,2,8,2,2,7,5,1,1,intern,2691,1,5667,3,1,0,0,0,0,3,2023
42,No,Travel_Rarely,Research & Development,29,3,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,9558,4,13,4,1,0,16,3,3,1,0,0,0,intern,0,5,6540,3,1,0,0,0,0,1,2023
29,No,Travel_Rarely,Research & Development,8,1,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,17689,1,3,3,3,1,10,2,2,10,7,1,2,agent_B,2272,3,4785,3,1,0,0,0,0,3,2023
38,No,Travel_Rarely,Human Resources,1,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,6004,1,20,2,4,1,7,2,4,7,6,5,0,intern,968,2,3228,2,4,1,0,1,1,2,2023
28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1154,3,Male,39,2,1,Research Scientist,3,Divorced,22088,1,9,3,4,1,3,2,3,3,1,0,2,New_graduate_recruitment,1950,2,4106,2,2,0,0,0,0,2,2023
18,Yes,Non-Travel,Research & Development,8,1,Medical,1156,3,Male,80,3,1,Laboratory Technician,3,Single,13556,1,58,2,4,0,0,0,3,0,0,0,0,intern,0,3,8163,3,3,1,1,0,1,3,2023
33,Yes,Travel_Rarely,Sales,9,4,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,18385,0,17,3,1,0,6,3,3,5,2,0,3,intern,0,1,9070,5,1,0,0,0,0,4,2023
41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,9051,3,41,1,1,1,6,4,3,1,0,0,0,agent_A,0,4,9262,3,1,0,0,0,0,4,2023
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,6233,1,18,2,3,1,2,5,2,2,2,2,2,intern,0,2,6547,3,2,0,0,0,0,2,2023
37,No,Travel_Rarely,Research & Development,25,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,17171,7,25,2,3,2,9,2,3,6,2,1,3,agent_B,0,4,5991,2,4,1,1,1,1,1,2023
27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1162,4,Male,55,2,1,Research Scientist,3,Married,7950,1,31,2,3,1,4,0,3,4,2,2,2,intern,1620,1,5401,1,4,1,1,1,1,1,2024
34,No,Travel_Rarely,Sales,9,1,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Married,5829,1,34,4,1,0,6,3,2,6,5,1,3,agent_C,538,2,5291,3,2,0,0,0,1,3,2023
35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,1164,3,Male,100,3,1,Human Resources,3,Single,7108,1,49,3,2,0,6,2,1,5,4,1,4,agent_C,0,3,8123,2,3,1,1,0,1,2,2024
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,11162,1,0,2,1,1,11,3,1,11,8,3,10,agent_A,0,4,4838,2,2,0,0,0,1,2,2023
40,No,Travel_Frequently,Research & Development,9,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,13782,9,11,3,3,0,20,3,2,18,7,2,13,New_graduate_recruitment,3170,3,10612,3,2,0,0,0,0,1,2023
42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,2447,0,13,2,2,0,22,2,2,21,9,13,14,intern,0,3,5173,4,3,0,0,0,0,3,2024
42,No,Travel_Rarely,Sales,4,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,2253,7,1,2,4,0,9,3,4,6,4,1,5,intern,0,1,7749,1,4,1,1,1,1,3,2023
35,No,Travel_Rarely,Research & Development,1,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,16340,6,29,1,2,1,10,2,3,8,0,1,7,agent_C,0,2,8313,2,4,1,0,1,1,2,2024
24,No,Travel_Rarely,Research & Development,24,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,6409,8,25,4,4,0,6,2,3,4,3,1,2,intern,751,4,5658,4,1,0,0,0,0,3,2024
28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,22955,1,2,1,4,0,1,4,2,1,1,0,0,New_graduate_recruitment,0,3,6707,3,2,0,0,0,1,1,2023
26,No,Travel_Rarely,Research & Development,3,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Married,13421,1,25,4,2,1,8,2,3,8,7,0,7,agent_A,2864,3,10557,2,3,1,0,0,1,2,2023
30,No,Travel_Rarely,Sales,10,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,2706,1,31,2,1,1,10,3,3,10,3,1,4,agent_C,0,3,6308,2,4,1,1,1,1,2,2023
40,No,Travel_Frequently,Research & Development,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,21203,3,17,2,4,1,16,3,1,1,1,0,0,agent_A,0,3,5175,3,2,0,0,0,1,2,2023
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,19588,2,10,3,2,1,15,2,4,7,7,6,4,agent_A,2692,4,5669,3,1,0,0,0,0,2,2024
34,No,Travel_Frequently,Research & Development,1,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,25755,0,6,4,3,0,14,3,3,13,9,4,9,intern,4436,1,8872,2,4,1,1,1,1,1,2023
35,No,Travel_Frequently,Research & Development,4,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,26537,1,34,2,2,1,2,2,4,2,2,2,2,New_graduate_recruitment,0,3,7176,3,2,0,0,0,0,1,2023
43,Yes,Travel_Rarely,Sales,9,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,9489,8,0,2,2,0,7,2,2,4,3,1,3,New_graduate_recruitment,0,3,8412,2,2,1,0,0,1,2,2023
32,No,Non-Travel,Sales,2,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,14947,1,4,2,3,3,1,3,3,1,0,0,0,intern,0,2,5777,2,2,1,0,0,1,2,2024
56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,18575,4,2,2,4,1,28,2,3,5,2,4,2,intern,0,3,5049,3,1,0,0,0,0,3,2023
29,No,Travel_Rarely,Research & Development,6,1,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,26342,1,0,2,1,1,10,5,3,10,8,0,8,intern,1128,3,3761,2,4,1,1,1,1,2,2023
19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1193,3,Male,54,3,1,Research Scientist,1,Single,7172,1,29,4,3,0,1,4,3,1,1,0,0,intern,0,3,8425,2,2,1,0,0,1,2,2023
45,No,Travel_Rarely,Research & Development,7,3,Medical,1195,1,Female,83,3,1,Research Scientist,3,Married,20100,4,1,3,3,1,7,2,2,3,2,0,2,agent_C,4580,3,9644,2,4,1,1,1,1,2,2023
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1196,4,Female,56,2,2,Manufacturing Director,4,Married,9961,1,19,2,2,1,14,2,2,14,8,3,11,intern,2013,1,6711,1,4,1,1,1,1,1,2023
20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1198,1,Male,87,2,1,Laboratory Technician,3,Single,12828,1,2,3,1,0,2,2,2,2,2,1,2,direct_recruiting,0,1,8355,3,1,1,0,0,0,1,2023
44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,10826,1,36,1,3,0,6,4,3,6,4,0,2,direct_recruiting,0,2,5947,1,4,1,1,1,1,1,2023
53,No,Travel_Rarely,Research & Development,7,2,Medical,1201,4,Female,50,3,5,Manager,3,Divorced,18640,3,1,3,2,1,26,6,3,7,7,4,7,intern,2725,3,5737,2,1,0,0,0,0,1,2023
29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,26933,0,31,3,1,1,6,2,2,5,4,1,3,agent_A,3247,5,6836,3,2,0,0,0,1,3,2023
22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,1203,3,Male,48,2,1,Research Scientist,4,Married,4223,0,14,1,2,1,1,5,3,0,0,0,0,intern,0,2,9545,2,3,0,0,0,0,1,2024
46,No,Travel_Rarely,Sales,2,3,Marketing,1204,3,Female,69,3,4,Manager,1,Married,24097,8,14,4,1,0,28,2,3,26,15,15,9,agent_A,2682,2,5364,3,3,1,0,1,1,3,2023
44,No,Non-Travel,Research & Development,17,3,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,4279,2,3,2,4,0,6,3,3,0,0,0,0,agent_B,0,5,6284,1,2,1,1,0,1,2,2023
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,1207,2,Male,99,3,1,Human Resources,3,Married,8429,1,37,2,4,1,5,2,3,5,4,1,4,intern,1377,2,7052,2,4,1,1,1,1,2,2023
41,No,Non-Travel,Research & Development,5,2,Life Sciences,1210,1,Male,95,2,1,Research Scientist,1,Divorced,20293,6,32,2,1,1,5,2,1,1,0,0,0,agent_C,2437,1,8124,4,1,0,0,1,0,3,2023
30,No,Travel_Rarely,Sales,29,4,Life Sciences,1211,3,Male,61,3,2,Sales Executive,1,Divorced,13192,8,27,4,3,3,8,3,3,4,3,0,3,agent_A,4394,5,8798,4,1,0,0,0,0,1,2023
40,No,Travel_Frequently,Sales,2,4,Medical,1212,2,Male,62,3,2,Sales Executive,2,Married,25440,5,10,2,4,3,5,2,3,0,0,0,0,New_graduate_recruitment,2126,2,7087,4,1,0,0,0,0,4,2023
50,No,Travel_Frequently,Research & Development,2,3,Medical,1215,4,Female,30,3,4,Manager,1,Married,9490,2,4,4,3,1,32,3,3,2,2,2,2,New_graduate_recruitment,2791,2,5582,3,1,0,0,0,0,3,2024
28,No,Travel_Rarely,Research & Development,19,4,Medical,1216,4,Male,78,2,1,Laboratory Technician,1,Married,12449,1,7,2,3,3,6,2,3,6,5,3,3,intern,2048,2,6827,2,4,1,1,1,1,1,2023
46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1217,4,Male,52,3,5,Research Director,2,Married,10849,5,11,1,1,1,25,2,3,4,2,0,3,direct_recruiting,0,4,5325,4,1,0,0,0,0,2,2024
35,No,Travel_Rarely,Sales,17,4,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Married,21026,3,37,3,4,3,15,2,3,7,7,1,7,intern,3563,3,7503,2,4,1,1,1,1,1,2023
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1219,4,Female,97,3,1,Laboratory Technician,2,Married,3372,1,0,2,1,1,1,3,1,1,0,0,0,agent_A,0,0,6592,3,1,0,0,0,0,3,2023
33,No,Travel_Frequently,Sales,25,3,Medical,1220,2,Female,82,3,2,Sales Executive,3,Married,4905,1,1,1,1,1,10,3,2,10,7,0,1,agent_A,0,4,6160,2,3,0,0,0,1,2,2023
36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,6865,1,1,2,3,1,7,4,3,7,7,1,7,agent_B,0,1,9138,1,4,1,1,1,1,1,2023
30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,11309,1,23,2,1,3,10,4,2,10,7,8,9,intern,0,3,11242,2,3,1,0,0,1,1,2023
44,No,Travel_Rarely,Research & Development,29,4,Other,1225,4,Male,32,3,2,Research Scientist,4,Single,7744,1,39,4,2,0,20,3,3,20,11,13,17,intern,557,5,7187,2,4,1,1,0,1,3,2023
20,No,Travel_Rarely,Sales,21,3,Marketing,1226,3,Male,43,4,1,Sales Representative,4,Single,5050,1,1,3,4,0,2,2,3,2,1,2,2,intern,0,5,5136,2,3,1,0,0,1,2,2023
46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,17433,2,30,1,3,1,12,3,2,6,3,1,4,agent_B,0,2,6581,1,4,1,1,1,1,1,2023
42,No,Non-Travel,Human Resources,2,5,Medical,1231,4,Male,79,4,2,Human Resources,1,Married,12858,7,5,3,1,1,10,3,4,4,3,0,3,intern,0,2,8720,3,2,1,0,1,0,2,2024
60,No,Travel_Rarely,Sales,7,4,Marketing,1233,2,Male,52,4,2,Sales Executive,4,Divorced,10893,0,9,3,2,1,12,3,3,11,7,1,9,intern,2800,4,5895,3,2,0,0,0,0,3,2023
32,No,Travel_Frequently,Research & Development,13,3,Other,1234,3,Female,77,2,1,Laboratory Technician,2,Married,7331,1,5,4,3,1,2,2,3,2,2,2,2,intern,1102,4,6229,3,2,0,0,0,0,3,2023
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1235,4,Female,38,3,2,Research Scientist,3,Single,2338,4,34,2,4,0,10,2,3,8,7,0,7,agent_B,0,2,4401,2,3,1,0,0,0,2,2023
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,4235,2,24,3,3,1,17,2,3,7,7,7,7,agent_B,0,1,5077,2,1,0,0,0,0,2,2023
33,No,Travel_Rarely,Research & Development,9,3,Medical,1238,1,Male,60,3,1,Research Scientist,4,Married,6311,0,2,2,2,1,15,5,3,14,10,4,10,intern,0,5,8769,1,4,1,1,1,1,1,2023
40,Yes,Travel_Rarely,Sales,10,3,Technical Degree,1239,2,Female,84,2,2,Sales Executive,2,Divorced,11591,7,39,2,2,1,7,2,4,5,1,1,3,intern,0,1,8302,5,1,0,0,0,0,3,2023
25,No,Travel_Rarely,Sales,10,4,Life Sciences,1240,3,Male,57,3,2,Sales Executive,4,Single,20623,0,3,3,2,0,5,4,3,4,3,1,1,intern,3181,4,6698,3,2,1,0,0,0,3,2023
30,No,Travel_Rarely,Research & Development,1,3,Medical,1241,4,Male,63,3,1,Research Scientist,2,Married,9369,0,1,4,1,1,12,2,3,11,9,5,7,intern,2995,3,5991,3,3,1,0,0,1,2,2024
42,No,Travel_Frequently,Research & Development,26,5,Medical,1242,1,Female,60,3,3,Research Director,1,Married,23281,3,35,3,3,0,20,6,3,1,0,0,0,intern,4310,4,9074,4,1,0,0,0,0,4,2024
35,No,Non-Travel,Sales,8,2,Marketing,1243,3,Female,78,2,3,Sales Executive,4,Married,13755,4,6,1,2,1,16,6,2,13,2,4,12,intern,0,4,8114,2,4,1,1,1,1,3,2023
27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1244,1,Male,42,3,1,Research Scientist,1,Married,14377,1,4,2,4,2,9,3,2,9,7,6,8,agent_B,1355,3,4519,2,3,0,0,0,1,3,2023
